Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto;Valor m2;Tipo Agrupado
Departamento;Miraflores;2;1;1;100;13000.0;3685.0;442.0;130.0;Departamento
Departamento;Lince;3;2;1;127;3500.0;1577.0;3025.0;27.56;Departamento
Departamento;San Borja;3;2;1;82;1700.0;576.0;165.0;20.73;Departamento
Departamento;Miraflores;1;0;0;42;2800.0;775.0;173.0;66.67;Departamento
Departamento;Ate;4;1;2;214;8300.0;1936.0;48.0;38.79;Departamento
Departamento;San Borja;3;1;1;87;2300.0;750.0;138.0;26.44;Departamento
Departamento;Santa Rosa;3;0;1;150;4500.0;1288.0;0.0;30.0;Departamento
Departamento;Chorrillos;3;0;1;120;3000.0;977.0;150.0;25.0;Departamento
Departamento;Barranco;2;1;1;68;1550.0;600.0;0.0;22.79;Departamento
Departamento;San Martín de Porres;2;0;0;71;1100.0;321.0;0.0;15.49;Departamento
Departamento;Lince;4;4;4;279;24000.0;5268.0;1397.0;86.02;Departamento
Departamento;Santa Rosa;3;1;0;140;3700.0;1350.0;329.0;26.43;Departamento
Departamento;Santa Rosa;2;1;0;80;2500.0;646.0;0.0;31.25;Departamento
Casa en condominio;Lince;5;4;4;622;10000.0;1390.0;1514.0;16.08;Casa
Departamento;Miraflores;3;1;1;130;4500.0;1230.0;335.0;34.62;Departamento
Habitación;Santa Rosa;1;0;0;42;2000.0;370.0;26.0;47.62;Departamento
Departamento;Santa Rosa;1;0;0;40;2000.0;617.0;0.0;50.0;Departamento
Departamento;Lince;1;1;0;65;2800.0;1100.0;250.0;43.08;Departamento
Casa de villa;San Bartolo;2;0;0;41;900.0;0.0;135.0;21.95;Casa
Casa en condominio;San Juan de Miraflores;5;4;5;865;20000.0;1900.0;1990.0;23.12;Casa
Departamento;Barranco;1;0;0;50;1200.0;600.0;48.0;24.0;Departamento
Departamento;Chorrillos;3;1;1;150;5900.0;770.0;0.0;39.33;Departamento
Departamento;Ventanilla;2;0;1;73;1400.0;640.0;0.0;19.18;Departamento
Casa;Lince;4;2;4;250;8000.0;1800.0;360.0;32.0;Casa
Departamento;Chorrillos;3;1;3;220;8500.0;1500.0;700.0;38.64;Departamento
Departamento;Ancón;3;1;1;126;3200.0;956.0;177.0;25.4;Departamento
Departamento;Lince;2;1;1;70;2400.0;1100.0;130.0;34.29;Departamento
Departamento;Barranco;3;0;0;85;1600.0;515.0;0.0;18.82;Departamento
Departamento;Ate;3;1;1;152;5500.0;1000.0;280.0;36.18;Departamento
Departamento;Lince;3;2;1;106;3300.0;1490.0;2960.0;31.13;Departamento
Departamento;San Luis;1;1;0;46;1100.0;300.0;0.0;23.91;Departamento
Departamento;Cieneguilla;2;0;0;65;1400.0;420.0;21.0;21.54;Departamento
Departamento;Miraflores;2;1;0;70;3000.0;900.0;205.0;42.86;Departamento
Departamento;Chorrillos;1;0;0;52;1400.0;609.0;101.0;26.92;Departamento
Departamento;Magdalena del Mar;3;1;1;105;2100.0;700.0;155.0;20.0;Departamento
Departamento;San Borja;3;2;1;112;2200.0;860.0;280.0;19.64;Departamento
Departamento;Miraflores;2;0;0;75;3600.0;760.0;240.0;48.0;Departamento
Departamento;Villa María del Triunfo;3;1;1;101;5600.0;1300.0;341.0;55.45;Departamento
Departamento;Barranco;3;1;0;73;1900.0;638.0;0.0;26.03;Departamento
Casa de villa;Bellavista;1;0;0;22;450.0;131.0;17.0;20.45;Casa
Departamento;Santa Rosa;3;0;0;110;3600.0;1540.0;230.0;32.73;Departamento
Departamento;Ate;3;1;0;201;14000.0;6000.0;0.0;69.65;Departamento
Departamento;Lince;3;2;1;128;3000.0;1384.0;324.0;23.44;Departamento
Departamento;Santa Rosa;2;1;0;75;2300.0;800.0;78.0;30.67;Departamento
Departamento;San Borja;2;1;1;70;2200.0;750.0;0.0;31.43;Departamento
Casa de villa;La Victoria;1;0;0;24;400.0;0.0;0.0;16.67;Casa
Departamento;Santa Rosa;3;0;1;120;3200.0;1250.0;200.0;26.67;Departamento
Departamento;Pachacámac;2;1;1;80;3100.0;1100.0;229.0;38.75;Departamento
Departamento;Punta Hermosa;2;0;1;71;1100.0;681.0;0.0;15.49;Departamento
Departamento;San Borja;1;1;1;54;1650.0;1150.0;380.0;30.56;Departamento
Departamento;Ate;4;2;1;352;10000.0;3340.0;1327.0;28.41;Departamento
Departamento;Miraflores;5;1;2;374;16000.0;3900.0;13096.0;42.78;Departamento
Departamento;Ate;4;3;1;184;10000.0;2082.0;777.0;54.35;Departamento
Habitación;Lince;1;1;0;35;1300.0;1700.0;0.0;37.14;Departamento
Departamento;Santa Rosa;3;0;0;152;3000.0;1225.0;407.0;19.74;Departamento
Departamento;Mi Perú;2;1;0;55;500.0;360.0;0.0;9.09;Departamento
Departamento;Miraflores;4;2;2;190;13000.0;2717.0;1298.0;68.42;Departamento
Departamento;Chorrillos;3;0;0;164;3300.0;1258.0;0.0;20.12;Departamento
Departamento;Lince;4;3;4;340;5500.0;1798.0;623.0;16.18;Departamento
Departamento;Villa María del Triunfo;2;1;1;53;3000.0;1300.0;222.0;56.6;Departamento
Departamento;Santa Rosa;1;0;1;48;1500.0;680.0;0.0;31.25;Departamento
Departamento;Pachacámac;4;2;2;366;10000.0;2712.0;1073.0;27.32;Departamento
Departamento;Santa Rosa;3;1;0;81;2500.0;1000.0;1736.0;30.86;Departamento
Departamento;Lince;4;3;2;480;12000.0;2950.0;490.0;25.0;Departamento
Departamento;Barranco;3;0;2;78;2300.0;661.0;0.0;29.49;Departamento
Departamento;Lince;2;1;1;60;2800.0;900.0;149.0;46.67;Departamento
Departamento;San Borja;4;3;4;320;4000.0;1000.0;4500.0;12.5;Departamento
Departamento;Rímac;3;1;1;82;1600.0;610.0;850.0;19.51;Departamento
Departamento;San Luis;3;1;1;67;1600.0;650.0;89.0;23.88;Departamento
Departamento;Surquillo;2;1;0;100;1100.0;200.0;0.0;11.0;Departamento
Departamento;Miraflores;3;2;1;126;6000.0;1518.0;590.0;47.62;Departamento
Departamento;Santa Rosa;4;1;0;155;5000.0;1500.0;228.0;32.26;Departamento
Departamento;Jesús María;1;0;0;50;850.0;369.0;24.0;17.0;Departamento
Departamento;Breña;2;0;0;70;3800.0;988.0;138.0;54.29;Departamento
Departamento;Miraflores;3;1;1;145;8000.0;1700.0;0.0;55.17;Departamento
Departamento;Santa Rosa;4;0;1;256;4500.0;2500.0;300.0;17.58;Departamento
Casa de villa;Magdalena del Mar;2;1;2;69;1400.0;30.0;13.0;20.29;Casa
Departamento;Lince;4;3;2;215;13700.0;3580.0;540.0;63.72;Departamento
Departamento;Santa Rosa;1;0;1;30;2000.0;500.0;0.0;66.67;Departamento
Departamento;Ventanilla;2;0;0;80;900.0;350.0;0.0;11.25;Departamento
Departamento;Villa María del Triunfo;1;0;0;23;850.0;581.0;30.0;36.96;Departamento
Departamento;Santa Rosa;2;0;0;81;2380.0;400.0;0.0;29.38;Departamento
Departamento;Ventanilla;2;1;1;64;1100.0;504.0;0.0;17.19;Departamento
Casa;Chorrillos;2;1;0;46;600.0;250.0;0.0;13.04;Casa
Departamento;San Miguel;1;0;0;57;3990.0;860.0;100.0;70.0;Departamento
Departamento;Santa María del Mar;2;1;1;56;1400.0;512.0;50.0;25.0;Departamento
Departamento;Santa Rosa;4;1;4;240;8000.0;2500.0;500.0;33.33;Departamento
Departamento;Lince;4;2;4;254;10000.0;3200.0;0.0;39.37;Departamento
Habitación;Miraflores;1;0;0;30;1200.0;400.0;29.0;40.0;Departamento
Departamento;Puente Piedra;2;1;0;46;1100.0;300.0;0.0;23.91;Departamento
Departamento;Lince;4;3;2;224;4500.0;2500.0;701.0;20.09;Departamento
Departamento;Pachacámac;1;0;1;80;2700.0;1188.0;230.0;33.75;Departamento
Departamento;Magdalena del Mar;2;1;1;76;2000.0;700.0;122.0;26.32;Departamento
Departamento;Callao;3;4;2;380;30000.0;4950.0;1700.0;78.95;Departamento
Casa en condominio;Santa María del Mar;4;2;3;125;3000.0;513.0;0.0;24.0;Casa
Casa;Mi Perú;3;2;3;230;2000.0;0.0;0.0;8.7;Casa
Departamento;Lurigancho;2;1;0;48;1700.0;470.0;30.0;35.42;Departamento
Departamento;Lince;3;1;1;112;3200.0;1700.0;320.0;28.57;Departamento
Departamento;San Borja;2;1;1;62;1200.0;885.0;0.0;19.35;Departamento
Casa;Mi Perú;1;0;0;50;700.0;0.0;0.0;14.0;Casa
Departamento;Breña;2;1;0;61;3420.0;894.0;282.0;56.07;Departamento
Departamento;San Borja;3;2;2;103;2500.0;500.0;250.0;24.27;Departamento
Casa de villa;La Perla;2;0;0;35;750.0;0.0;0.0;21.43;Casa
Departamento;Lince;4;3;2;215;13700.0;3580.0;540.0;63.72;Departamento
Departamento;Ate;2;1;0;123;4300.0;600.0;444.0;34.96;Departamento
Departamento;San Miguel;2;2;0;70;800.0;290.0;0.0;11.43;Departamento
Departamento;Magdalena del Mar;3;1;1;96;2000.0;610.0;115.0;20.83;Departamento
Departamento;Lurigancho;2;1;1;90;1800.0;1110.0;0.0;20.0;Departamento
Departamento;Lince;3;3;3;200;5900.0;2331.0;450625.0;29.5;Departamento
Departamento;Ventanilla;2;0;0;80;1500.0;500.0;0.0;18.75;Departamento
Departamento;Lince;3;2;1;117;3000.0;17966.0;2765.0;25.64;Departamento
Casa;Santa Anita;2;2;0;80;1100.0;0.0;13.0;13.75;Casa
Departamento;Lince;2;1;1;75;2000.0;998.0;208.0;26.67;Departamento
Departamento;Barranco;2;0;0;65;1900.0;580.0;87.0;29.23;Departamento
Departamento;Santa Rosa;3;0;0;162;4500.0;845.0;0.0;27.78;Departamento
Departamento;Miraflores;1;0;0;55;2000.0;630.0;19.0;36.36;Departamento
Departamento;Miraflores;4;2;1;320;15000.0;1900.0;900.0;46.88;Departamento
Departamento;Villa María del Triunfo;1;1;0;45;1800.0;500.0;50.0;40.0;Departamento
Departamento;Barranco;3;1;0;175;2500.0;1120.0;0.0;14.29;Departamento
Departamento;Cieneguilla;1;0;0;27;600.0;420.0;89.0;22.22;Departamento
Casa;Mi Perú;2;0;0;60;550.0;0.0;0.0;9.17;Casa
Departamento;El Agustino;1;0;0;45;1400.0;450.0;40.0;31.11;Departamento
Habitación;Santa Rosa;1;0;0;40;1500.0;454.0;74.0;37.5;Departamento
Departamento;Santa Rosa;4;2;1;280;4500.0;3700.0;410.0;16.07;Departamento
Departamento;Pachacámac;3;4;3;250;13000.0;3300.0;2200.0;52.0;Departamento
Departamento;Santa Rosa;1;0;0;50;2000.0;900.0;156.0;40.0;Departamento
Departamento;Ate;3;2;1;170;15000.0;3500.0;500.0;88.24;Departamento
Departamento;Lurín;2;1;1;85;2100.0;500.0;1325.0;24.71;Departamento
Departamento;San Luis;2;1;1;70;1300.0;616.0;0.0;18.57;Departamento
Casa;San Borja;4;2;4;587;9000.0;850.0;1268.0;15.33;Casa
Departamento;Barranco;1;0;0;40;1100.0;500.0;20.0;27.5;Departamento
Departamento;San Borja;2;1;1;66;1950.0;790.0;108.0;29.55;Departamento
Departamento;Ate;2;1;1;300;17000.0;1000.0;600.0;56.67;Departamento
Departamento;Santa Anita;3;2;1;110;1700.0;650.0;110.0;15.45;Departamento
Departamento;San Borja;2;2;1;83;1500.0;740.0;186.0;18.07;Departamento
Departamento;Ate;4;2;2;200;11000.0;2900.0;580.0;55.0;Departamento
Casa en condominio;Magdalena del Mar;4;3;1;63;2000.0;416.0;0.0;31.75;Casa
Departamento;Lince;1;1;1;66;3000.0;2300.0;700.0;45.45;Departamento
Casa en condominio;Magdalena del Mar;3;4;1;310;3500.0;20.0;280.0;11.29;Casa
Departamento;Chorrillos;1;0;0;30;1400.0;370.0;0.0;46.67;Departamento
Departamento;Lince;2;1;1;98;2700.0;1500.0;250.0;27.55;Departamento
Departamento;San Borja;2;1;1;90;1700.0;880.0;177.0;18.89;Departamento
Departamento;El Agustino;1;0;0;43;1000.0;503.0;15.0;23.26;Departamento
Casa;Mi Perú;2;1;2;86;1500.0;0.0;0.0;17.44;Casa
Departamento;Santa Anita;3;0;0;55;1000.0;715.0;0.0;18.18;Departamento
Habitación;San Juan de Lurigancho;1;0;0;28;1200.0;430.0;24.0;42.86;Departamento
Departamento;Santa Rosa;3;0;0;110;2700.0;1000.0;25.0;24.55;Departamento
Departamento;Punta Negra;1;0;0;30;1550.0;403.0;92.0;51.67;Departamento
Departamento;Barranco;1;0;0;40;1100.0;534.0;25.0;27.5;Departamento
Departamento;Lince;3;3;3;290;18000.0;3500.0;1200.0;62.07;Departamento
Departamento;Cieneguilla;1;0;0;33;1150.0;370.0;20.0;34.85;Departamento
Departamento;Lince;4;3;2;200;5800.0;2250.0;480.0;29.0;Departamento
Departamento;Lurigancho;2;1;0;55;1100.0;439.0;50.0;20.0;Departamento
Departamento;Santa Rosa;3;2;1;200;6000.0;1100.0;200.0;30.0;Departamento
Departamento;Santa Rosa;3;1;1;170;3200.0;1600.0;369.0;18.82;Departamento
Departamento;Pachacámac;2;1;0;78;700.0;591.0;0.0;8.97;Departamento
Departamento;Pucusana;3;1;0;87;1000.0;755.0;29.0;11.49;Departamento
Departamento;Chorrillos;2;1;0;110;2400.0;1224.0;195.0;21.82;Departamento
Departamento;Lince;3;2;1;200;6000.0;1900.0;230.0;30.0;Departamento
Departamento;Lince;4;3;2;139;4000.0;1700.0;443.0;28.78;Departamento
Habitación;Santa Rosa;1;0;0;40;1300.0;528.0;25.0;32.5;Departamento
Departamento;El Agustino;1;0;0;30;1000.0;500.0;20.0;33.33;Departamento
Departamento;San Borja;2;1;1;75;1950.0;900.0;0.0;26.0;Departamento
Departamento;Barranco;3;1;0;110;1900.0;513.0;144.0;17.27;Departamento
Departamento;Ate;1;0;0;19;1450.0;502.0;0.0;76.32;Departamento
Departamento;Lima;2;0;0;72;1100.0;425.0;13.0;15.28;Departamento
Departamento;Lince;1;1;1;60;1700.0;1103.0;0.0;28.33;Departamento
Departamento;Villa María del Triunfo;1;0;1;52;2000.0;450.0;0.0;38.46;Departamento
Departamento;Punta Hermosa;2;0;0;70;700.0;395.0;16.0;10.0;Departamento
Departamento;San Borja;2;3;2;195;2700.0;850.0;430.0;13.85;Departamento
Departamento;Santiago de Surco;3;1;1;65;1350.0;560.0;700.0;20.77;Departamento
Departamento;Santa Rosa;1;0;0;29;790.0;480.0;95.0;27.24;Departamento
Departamento;Cieneguilla;1;0;0;30;800.0;400.0;0.0;26.67;Departamento
Departamento;Lince;4;4;3;481;22000.0;7937.0;2235.0;45.74;Departamento
Departamento;Magdalena del Mar;2;1;1;102;1900.0;480.0;180.0;18.63;Departamento
Departamento;San Borja;3;3;3;190;3000.0;800.0;3000.0;15.79;Departamento
Departamento;Miraflores;1;1;1;72;4400.0;3660.0;195.0;61.11;Departamento
Departamento;Miraflores;1;0;0;58;2500.0;477.0;144.0;43.1;Departamento
Habitación;Lima;1;0;0;21;550.0;200.0;0.0;26.19;Departamento
Departamento;San Borja;3;1;1;109;1400.0;1131.0;0.0;12.84;Departamento
Departamento;Miraflores;3;1;1;140;7200.0;2900.0;505.0;51.43;Departamento
Casa en condominio;Surquillo;4;2;2;300;7500.0;1300.0;802.0;25.0;Casa
Departamento;Miraflores;3;2;3;240;17000.0;2000.0;480.0;70.83;Departamento
Departamento;Lince;4;2;3;157;4509.0;2230.0;385.0;28.72;Departamento
Departamento;Villa María del Triunfo;2;1;1;104;5800.0;1350.0;267.0;55.77;Departamento
Departamento;Lince;4;3;3;160;7500.0;2300.0;345.0;46.88;Departamento
Departamento;Lince;4;2;1;160;4200.0;1475.0;596.0;26.25;Departamento
Departamento;Miraflores;1;0;0;34;1500.0;404.0;28.0;44.12;Departamento
Departamento;Santiago de Surco;3;2;1;73;1900.0;760.0;79.0;26.03;Departamento
Departamento;San Borja;2;2;2;180;3800.0;1200.0;300.0;21.11;Departamento
Departamento;Lince;4;3;2;233;6500.0;3100.0;0.0;27.9;Departamento
Casa de villa;Jesús María;3;2;0;116;2100.0;90.0;40.0;18.1;Casa
Departamento;Villa El Salvador;2;1;0;80;3800.0;780.0;24.0;47.5;Departamento
Casa en condominio;Lince;6;0;4;700;30000.0;2100.0;700.0;42.86;Casa
Departamento;Magdalena del Mar;2;1;1;75;1550.0;700.0;48.0;20.67;Departamento
Departamento;Lince;2;1;1;90;2500.0;1100.0;134.0;27.78;Departamento
Departamento;Lince;2;1;1;130;3000.0;1410.0;234.0;23.08;Departamento
Habitación;Santa Rosa;1;0;1;38;1500.0;580.0;20.0;39.47;Departamento
Departamento;San Luis;2;1;1;70;1200.0;524.0;0.0;17.14;Departamento
Departamento;Lince;1;1;1;60;1800.0;1000.0;256.0;30.0;Departamento
Departamento;Lince;3;3;3;166;5500.0;2000.0;300.0;33.13;Departamento
Habitación;Barranco;1;0;0;30;950.0;193.0;24.0;31.67;Departamento
Departamento;Jesús María;2;0;0;92;1500.0;300.0;88.0;16.3;Departamento
Departamento;Villa El Salvador;2;1;1;82;2600.0;914.0;128.0;31.71;Departamento
Departamento;Mi Perú;2;1;0;67;700.0;551.0;35.0;10.45;Departamento
Casa de villa;San Isidro;1;0;0;49;780.0;0.0;0.0;15.92;Casa
Departamento;Ancón;4;2;1;160;5000.0;1190.0;250.0;31.25;Departamento
Departamento;Villa María del Triunfo;3;1;1;101;5600.0;1290.0;342.0;55.45;Departamento
Departamento;Mi Perú;2;1;0;60;750.0;280.0;0.0;12.5;Departamento
Departamento;Santa Rosa;3;1;0;74;3200.0;885.0;152.0;43.24;Departamento
Departamento;Mi Perú;2;1;0;65;700.0;240.0;0.0;10.77;Departamento
Departamento;Callao;3;2;1;88;4100.0;1087.0;0.0;46.59;Departamento
Departamento;Santa Rosa;4;2;3;389;12400.0;4829.0;1153.0;31.88;Departamento
Departamento;Santa Rosa;2;0;0;78;2700.0;740.0;30.0;34.62;Departamento
Departamento;Cieneguilla;1;0;0;35;1350.0;460.0;0.0;38.57;Departamento
Departamento;Miraflores;2;1;2;75;6000.0;1685.0;0.0;80.0;Departamento
Departamento;Santa Rosa;2;0;0;62;2500.0;709.0;97.0;40.32;Departamento
Habitación;Santa Rosa;1;0;0;30;1300.0;350.0;250.0;43.33;Departamento
Departamento;Santa Rosa;2;2;2;180;17000.0;6704.0;740.0;94.44;Departamento
Casa en condominio;Lince;4;0;4;869;24000.0;2214.0;2376.0;27.62;Casa
Departamento;Lince;3;2;1;145;3500.0;1500.0;0.0;24.14;Departamento
Departamento;Lince;3;2;1;220;6000.0;2650.0;1800.0;27.27;Departamento
Departamento;Miraflores;4;2;1;200;9500.0;3700.0;1500.0;47.5;Departamento
Departamento;Miraflores;1;0;0;35;1600.0;470.0;25.0;45.71;Departamento
Departamento;Ancón;3;1;0;150;4200.0;1070.0;42.0;28.0;Departamento
Departamento;Punta Negra;1;0;0;70;1300.0;30.0;0.0;18.57;Departamento
Departamento;Santa Rosa;1;0;0;39;2500.0;590.0;25.0;64.1;Departamento
Casa;Lince;2;2;1;74;2500.0;770.0;0.0;33.78;Casa
Departamento;Santa Rosa;1;0;0;42;1800.0;375.0;22.0;42.86;Departamento
Departamento;Santa Rosa;3;2;1;105;4500.0;1400.0;0.0;42.86;Departamento
Departamento;Santiago de Surco;2;1;0;54;1100.0;324.0;0.0;20.37;Departamento
Departamento;Santa Rosa;4;3;2;430;10000.0;2835.0;1546.0;23.26;Departamento
Departamento;Barranco;2;0;0;80;1400.0;850.0;0.0;17.5;Departamento
Departamento;Miraflores;3;1;0;87;3200.0;1305.0;217.0;36.78;Departamento
Departamento;Santa Rosa;3;1;0;140;3200.0;1000.0;225.0;22.86;Departamento
Departamento;San Borja;3;3;1;140;2800.0;760.0;3500.0;20.0;Departamento
Departamento;Chorrillos;2;0;0;72;2500.0;635.0;102.0;34.72;Departamento
Departamento;Villa María del Triunfo;2;1;0;107;3000.0;1100.0;180.0;28.04;Departamento
Casa de villa;Mi Perú;1;0;0;40;500.0;0.0;0.0;12.5;Casa
Departamento;Lince;2;1;1;79;3100.0;1200.0;160.0;39.24;Departamento
Departamento;Santa Rosa;3;1;0;92;3900.0;1064.0;140.0;42.39;Departamento
Departamento;Santiago de Surco;4;4;2;327;20000.0;3363.0;1500.0;61.16;Departamento
Departamento;Santa Rosa;1;0;0;41;1200.0;655.0;0.0;29.27;Departamento
Departamento;Miraflores;4;4;3;400;30000.0;5440.0;2500.0;75.0;Departamento
Departamento;Lince;3;1;1;90;2850.0;850.0;130.0;31.67;Departamento
Casa;Santa Rosa;2;2;1;70;1500.0;0.0;0.0;21.43;Casa
Departamento;Los Olivos;3;2;3;155;5700.0;1580.0;0.0;36.77;Departamento
Departamento;Villa María del Triunfo;3;2;1;118;3500.0;1260.0;250.0;29.66;Departamento
Departamento;Ate;3;2;3;340;30000.0;2900.0;0.0;88.24;Departamento
Departamento;Chaclacayo;3;1;1;100;2200.0;1200.0;189.0;22.0;Departamento
Departamento;Lurigancho;2;0;0;85;2500.0;450.0;83.0;29.41;Departamento
Departamento;Magdalena del Mar;2;0;1;77;1300.0;650.0;76.0;16.88;Departamento
Departamento;Ate;3;2;1;180;9500.0;2800.0;612.0;52.78;Departamento
Casa en condominio;Santa María del Mar;8;0;0;720;6000.0;500.0;100.0;8.33;Casa
Departamento;San Luis;2;1;0;43;1000.0;240.0;25.0;23.26;Departamento
Departamento;San Miguel;3;1;1;110;4200.0;1150.0;252.0;38.18;Departamento
Departamento;Villa María del Triunfo;3;2;1;190;4500.0;1850.0;400.0;23.68;Departamento
Departamento;Ancón;1;0;0;25;900.0;450.0;30.0;36.0;Departamento
Departamento;Miraflores;4;3;2;230;10000.0;3000.0;1146.0;43.48;Departamento
Departamento;Lince;2;2;1;168;2199.0;1600.0;0.0;13.09;Departamento
Departamento;San Borja;3;2;1;100;1800.0;650.0;0.0;18.0;Departamento
Casa en condominio;Lince;5;4;5;700;16000.0;2150.0;17000.0;22.86;Casa
Departamento;Chorrillos;2;1;1;110;3300.0;787.0;238.0;30.0;Departamento
Departamento;Jesús María;2;0;0;52;1500.0;250.0;0.0;28.85;Departamento
Departamento;Santa Rosa;3;1;2;150;8000.0;1200.0;340.0;53.33;Departamento
Departamento;Santa Rosa;3;1;0;92;2500.0;1100.0;110.0;27.17;Departamento
Departamento;San Borja;3;1;1;88;1700.0;600.0;164.0;19.32;Departamento
Casa en condominio;Lince;4;4;2;600;30000.0;1050.0;1300.0;50.0;Casa
Departamento;Santa Rosa;3;1;0;95;3250.0;986.0;0.0;34.21;Departamento
Departamento;Miraflores;4;2;1;360;25000.0;4800.0;1794.0;69.44;Departamento
Departamento;Barranco;2;1;1;90;2500.0;600.0;130.0;27.78;Departamento
Departamento;Barranco;2;1;0;65;1700.0;577.0;65.0;26.15;Departamento
Departamento;Ate;3;1;0;87;3800.0;970.0;273.0;43.68;Departamento
Departamento;Santa Rosa;1;0;0;50;1700.0;650.0;25.0;34.0;Departamento
Departamento;Lince;3;3;1;175;4000.0;1600.0;375.0;22.86;Departamento
Casa en condominio;San Isidro;2;2;0;65;1000.0;0.0;0.0;15.38;Casa
Departamento;Magdalena del Mar;3;1;1;93;1800.0;650.0;95.0;19.35;Departamento
Departamento;Santa Rosa;1;0;0;30;1400.0;484.0;53.0;46.67;Departamento
Departamento;San Borja;2;2;1;68;1500.0;650.0;140.0;22.06;Departamento
Departamento;Magdalena del Mar;2;1;1;80;1600.0;728.0;0.0;20.0;Departamento
Departamento;San Luis;2;1;1;60;1100.0;480.0;180.0;18.33;Departamento
Departamento;Miraflores;1;0;0;45;2500.0;505.0;100.0;55.56;Departamento
Departamento;Lince;4;3;1;150;4000.0;1500.0;1780.0;26.67;Departamento
Departamento;Villa María del Triunfo;2;1;1;90;3000.0;1015.0;170.0;33.33;Departamento
Casa de villa;Lima;2;1;0;85;1400.0;180.0;0.0;16.47;Casa
Departamento;Santiago de Surco;2;1;1;72;2800.0;940.0;140.0;38.89;Departamento
Departamento;Ate;2;0;0;82;4000.0;750.0;170.0;48.78;Departamento
Departamento;Callao;2;1;1;85;5500.0;1670.0;387.0;64.71;Departamento
Departamento;Ate;2;1;1;100;5000.0;1700.0;350.0;50.0;Departamento
Departamento;Miraflores;4;3;1;175;7500.0;1550.0;0.0;42.86;Departamento
Departamento;Jesús María;2;0;1;90;900.0;200.0;45.0;10.0;Departamento
Departamento;Santa Rosa;2;0;1;60;2400.0;730.0;0.0;40.0;Departamento
Departamento;Santa Anita;2;1;0;67;1100.0;22.0;0.0;16.42;Departamento
Departamento;Lince;2;2;1;111;4500.0;1600.0;300.0;40.54;Departamento
Departamento;Punta Hermosa;2;1;0;72;1100.0;300.0;0.0;15.28;Departamento
Departamento;Miraflores;4;4;2;400;30000.0;6500.0;2000.0;75.0;Departamento
Departamento;Chaclacayo;3;1;0;70;1200.0;200.0;0.0;17.14;Departamento
Casa;La Victoria;14;0;14;350;9500.0;0.0;600.0;27.14;Casa
Departamento;La Victoria;2;0;1;76;1300.0;280.0;12.0;17.11;Departamento
Departamento;Mi Perú;2;1;1;60;1200.0;600.0;0.0;20.0;Departamento
Departamento;Ancón;3;1;1;150;3200.0;1504.0;301.0;21.33;Departamento
Casa;Santiago de Surco;4;4;4;845;35000.0;0.0;0.0;41.42;Casa
Departamento;Villa El Salvador;2;0;0;75;2800.0;918.0;0.0;37.33;Departamento
Departamento;Los Olivos;3;2;1;133;4500.0;2025.0;300.0;33.83;Departamento
Departamento;San Borja;3;2;1;92;2000.0;500.0;154.0;21.74;Departamento
Habitación;Santa Rosa;1;0;0;35;2500.0;500.0;40.0;71.43;Departamento
Departamento;Lince;2;1;0;84;2200.0;900.0;2000.0;26.19;Departamento
Departamento;Comas;2;1;0;81;1200.0;650.0;0.0;14.81;Departamento
Departamento;Barranco;2;0;0;66;1300.0;645.0;25.0;19.7;Departamento
Departamento;Lince;4;3;4;234;6500.0;2700.0;450.0;27.78;Departamento
Departamento;Lince;4;3;4;255;16000.0;2600.0;0.0;62.75;Departamento
Departamento;Ventanilla;2;0;1;70;1500.0;300.0;0.0;21.43;Departamento
Departamento;Santa Anita;3;2;1;230;4500.0;610.0;2315.0;19.57;Departamento
Casa en condominio;San Borja;3;3;3;320;7900.0;949.0;2560.0;24.69;Casa
Departamento;Puente Piedra;2;1;0;55;1300.0;350.0;0.0;23.64;Departamento
Departamento;Villa María del Triunfo;1;1;0;60;2250.0;580.0;129.0;37.5;Departamento
Departamento;Comas;3;1;1;60;1200.0;460.0;0.0;20.0;Departamento
Habitación;Santa Rosa;1;0;0;42;5000.0;500.0;1300.0;119.05;Departamento
Departamento;Lince;3;2;1;110;3200.0;1311.0;271.0;29.09;Departamento
Departamento;Ate;3;2;1;110;5500.0;1030.0;350.0;50.0;Departamento
Departamento;Barranco;3;1;1;118;2600.0;594.0;161.0;22.03;Departamento
Departamento;Breña;2;0;1;146;4000.0;617.0;0.0;27.4;Departamento
Departamento;Pachacámac;4;3;1;358;12000.0;10900.0;2200.0;33.52;Departamento
Departamento;Miraflores;2;0;1;82;3800.0;720.0;140.0;46.34;Departamento
Departamento;Santa Rosa;2;0;0;74;2000.0;900.0;132.0;27.03;Departamento
Departamento;Lince;3;2;1;165;6500.0;1400.0;0.0;39.39;Departamento
Departamento;Lince;2;1;1;66;1800.0;807.0;71.0;27.27;Departamento
Departamento;Lince;1;1;1;60;2300.0;1769.0;360.0;38.33;Departamento
Casa;Lince;6;4;6;540;25000.0;2333.0;2900.0;46.3;Casa
Departamento;Lurigancho;2;0;0;76;1600.0;560.0;49.0;21.05;Departamento
Departamento;Miraflores;3;2;1;115;6300.0;2200.0;387.0;54.78;Departamento
Departamento;Santa Rosa;3;1;1;90;3200.0;1193.0;118.0;35.56;Departamento
Departamento;Lince;4;3;1;144;5000.0;1632.0;355.0;34.72;Departamento
