Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto;Valor m2;Tipo Agrupado
Departamento;Santa Anita;2;1;1;85;4200.0;1160.0;151.0;49.41;Departamento
Departamento;Villa María del Triunfo;1;0;0;45;1990.0;480.0;20.0;44.22;Departamento
Departamento;Chorrillos;2;1;1;90;2900.0;1430.0;364.0;32.22;Departamento
Departamento;Villa María del Triunfo;2;1;1;98;3600.0;1116.0;199.0;36.73;Departamento
Departamento;Lurigancho;2;1;0;76;1100.0;650.0;13.0;14.47;Departamento
Departamento;Santa Rosa;3;1;1;110;4800.0;1160.0;233.0;43.64;Departamento
Departamento;Santa Rosa;2;0;0;90;2550.0;670.0;130.0;28.33;Departamento
Departamento;Santa Rosa;2;0;0;100;4000.0;817.0;230.0;40.0;Departamento
Departamento;San Borja;4;2;3;280;1800.0;1400.0;580.0;6.43;Departamento
Casa en condominio;Lince;4;0;4;815;27000.0;2700.0;12000.0;33.13;Casa
Departamento;San Borja;3;2;1;140;3000.0;1300.0;300.0;21.43;Departamento
Departamento;Ate;3;2;2;180;11000.0;3800.0;750.0;61.11;Departamento
Departamento;Callao;2;1;0;45;1100.0;360.0;40.0;24.44;Departamento
Departamento;Pachacámac;2;3;2;250;10000.0;3800.0;1493.0;40.0;Departamento
Departamento;Punta Hermosa;1;1;0;63;1300.0;400.0;13.0;20.63;Departamento
Departamento;Ate;3;2;1;130;6000.0;3274.0;741.0;46.15;Departamento
Habitación;Barranco;1;0;0;27;900.0;385.0;20.0;33.33;Departamento
Habitación;Santa Rosa;1;0;0;22;950.0;430.0;67.0;43.18;Departamento
Departamento;Miraflores;2;1;1;139;6500.0;1800.0;506.0;46.76;Departamento
Departamento;Jesús María;2;0;0;80;1400.0;498.0;20.0;17.5;Departamento
Departamento;Lince;1;0;1;25;1625.0;735.0;140.0;65.0;Departamento
Departamento;Lince;2;2;1;89;1700.0;1350.0;80.0;19.1;Departamento
Habitación;El Agustino;1;0;0;21;1100.0;303.0;29.0;52.38;Departamento
Departamento;Santa Rosa;1;0;0;43;1600.0;549.0;75.0;37.21;Departamento
Departamento;Miraflores;2;1;0;70;4199.0;470.0;195.0;59.99;Departamento
Departamento;Villa María del Triunfo;3;2;1;437;18000.0;4400.0;0.0;41.19;Departamento
Departamento;Santa Rosa;3;1;0;106;3300.0;1200.0;230.0;31.13;Departamento
Departamento;Ancón;2;1;1;90;2700.0;1142.0;141.0;30.0;Departamento
Departamento;San Borja;3;2;1;109;2500.0;842.0;192.0;22.94;Departamento
Departamento;Lince;2;1;0;80;2300.0;980.0;172.0;28.75;Departamento
Departamento;San Bartolo;2;1;0;54;700.0;575.0;14.0;12.96;Departamento
Departamento;Barranco;3;2;1;150;2800.0;1400.0;222.0;18.67;Departamento
Departamento;Santa Rosa;3;2;3;350;20000.0;4138.0;1153.0;57.14;Departamento
Departamento;Ate;2;1;0;57;3000.0;589.0;166.0;52.63;Departamento
Departamento;Jesús María;2;1;1;69;1500.0;661.0;109.0;21.74;Departamento
Casa en condominio;Lince;4;4;3;622;10000.0;1390.0;1514.0;16.08;Casa
Departamento;San Borja;4;3;1;300;3500.0;999.0;406.0;11.67;Departamento
Departamento;Ate;3;1;1;117;9000.0;2243.0;435.0;76.92;Departamento
Departamento;Lince;1;1;1;80;2000.0;1125.0;347.0;25.0;Departamento
Departamento;Barranco;3;3;1;140;2300.0;800.0;0.0;16.43;Departamento
Departamento;La Punta;2;0;0;60;800.0;285.0;0.0;13.33;Departamento
Departamento;Barranco;2;1;0;68;1800.0;685.0;80.0;26.47;Departamento
Departamento;Miraflores;2;0;0;56;2900.0;954.0;168.0;51.79;Departamento
Departamento;Santa Rosa;3;1;2;190;5900.0;2600.0;500.0;31.05;Departamento
Departamento;Chaclacayo;2;0;1;69;2000.0;980.0;69.0;28.99;Departamento
Departamento;Barranco;2;0;1;70;1800.0;350.0;95.0;25.71;Departamento
Departamento;Miraflores;2;1;1;90;7000.0;2800.0;280.0;77.78;Departamento
Departamento;Lince;4;3;4;333;12000.0;4400.0;1200.0;36.04;Departamento
Departamento;Santa Rosa;0;0;0;23;800.0;542.0;25.0;34.78;Departamento
Departamento;Ate;4;2;1;280;17000.0;5000.0;12000.0;60.71;Departamento
Departamento;Ancón;1;0;0;30;1000.0;70.0;29.0;33.33;Departamento
Departamento;Lince;4;2;2;114;2000.0;1174.0;130.0;17.54;Departamento
Departamento;Magdalena del Mar;2;1;0;55;1000.0;450.0;40.0;18.18;Departamento
Departamento;Miraflores;2;1;1;105;4000.0;1800.0;356.0;38.1;Departamento
Departamento;Ate;3;1;1;150;5000.0;1000.0;0.0;33.33;Departamento
Casa;Pachacámac;4;3;2;450;45000.0;2650.0;5900.0;100.0;Casa
Departamento;Ate;3;1;2;129;10000.0;1266.0;284.0;77.52;Departamento
Departamento;Ventanilla;1;1;0;41;800.0;320.0;20.0;19.51;Departamento
Departamento;Chaclacayo;2;1;1;76;2800.0;704.0;0.0;36.84;Departamento
Departamento;Magdalena del Mar;2;1;1;76;1500.0;831.0;76.0;19.74;Departamento
Departamento;Ancón;3;1;1;230;4000.0;1480.0;42.0;17.39;Departamento
Departamento;Breña;2;2;1;154;5500.0;1100.0;456.0;35.71;Departamento
Departamento;San Juan de Lurigancho;2;0;1;71;2000.0;725.0;0.0;28.17;Departamento
Departamento;San Borja;1;1;0;77;1900.0;471.0;0.0;24.68;Departamento
Departamento;Santa María del Mar;2;1;1;60;1350.0;630.0;38.0;22.5;Departamento
Departamento;Lince;3;2;1;80;1690.0;1100.0;130.0;21.12;Departamento
Departamento;Punta Hermosa;2;1;0;76;1000.0;715.0;60.0;13.16;Departamento
Departamento;Lince;3;4;3;500;7000.0;750.0;9000.0;14.0;Departamento
Departamento;Villa María del Triunfo;1;0;0;28;1300.0;500.0;0.0;46.43;Departamento
Departamento;Santa Rosa;2;0;0;70;2450.0;850.0;0.0;35.0;Departamento
Departamento;Santa Rosa;2;3;2;213;18000.0;3971.0;858.0;84.51;Departamento
Departamento;San Borja;2;2;1;100;2300.0;500.0;0.0;23.0;Departamento
Departamento;San Luis;2;1;1;86;1300.0;592.0;95.0;15.12;Departamento
Departamento;Miraflores;4;2;1;220;6500.0;2800.0;561.0;29.55;Departamento
Departamento;Mi Perú;2;0;0;55;700.0;290.0;0.0;12.73;Departamento
Departamento;Lince;1;1;1;48;1200.0;650.0;50.0;25.0;Departamento
Departamento;Lince;4;3;3;550;24000.0;8000.0;2000.0;43.64;Departamento
Departamento;Ventanilla;2;1;0;69;1500.0;450.0;0.0;21.74;Departamento
Departamento;Mi Perú;3;1;0;70;900.0;370.0;0.0;12.86;Departamento
Departamento;Santa Rosa;2;0;1;130;4500.0;1050.0;165.0;34.62;Departamento
Departamento;San Borja;3;3;3;210;3800.0;1200.0;450.0;18.1;Departamento
Departamento;Mi Perú;2;0;0;65;700.0;220.0;0.0;10.77;Departamento
Departamento;Chorrillos;1;1;1;60;2900.0;1000.0;200.0;48.33;Departamento
Departamento;Santa Rosa;1;0;0;45;2800.0;450.0;30.0;62.22;Departamento
Departamento;Ventanilla;1;0;0;50;1400.0;295.0;20.0;28.0;Departamento
Departamento;La Punta;2;1;0;84;900.0;598.0;52.0;10.71;Departamento
Casa en condominio;San Martín de Porres;5;5;5;600;30000.0;0.0;0.0;50.0;Casa
Departamento;Miraflores;3;2;1;130;7200.0;1700.0;520.0;55.38;Departamento
Departamento;Santa Rosa;3;0;0;160;4900.0;726.0;128.0;30.62;Departamento
Departamento;Villa María del Triunfo;3;1;1;101;5100.0;1310.0;256.0;50.5;Departamento
Departamento;Independencia;2;0;0;70;1100.0;402.0;34.0;15.71;Departamento
Departamento;San Borja;2;1;1;77;1600.0;820.0;175.0;20.78;Departamento
Departamento;Lince;4;4;4;290;15000.0;5000.0;15000.0;51.72;Departamento
Habitación;Chorrillos;1;0;0;42;1550.0;300.0;0.0;36.9;Departamento
Departamento;Santa Rosa;5;1;5;300;25000.0;2100.0;700.0;83.33;Departamento
Departamento;Santa Rosa;1;0;0;42;1700.0;506.0;58.0;40.48;Departamento
Departamento;Lince;1;1;1;70;2800.0;850.0;210.0;40.0;Departamento
Departamento;Callao;1;1;0;70;3000.0;1135.0;260.0;42.86;Departamento
Departamento;Lince;4;3;2;231;13000.0;4500.0;0.0;56.28;Departamento
Casa en condominio;Lince;4;3;3;266;7900.0;1600.0;6295.0;29.7;Casa
Departamento;Pachacámac;4;2;2;166;5800.0;1699.0;388.0;34.94;Departamento
Departamento;San Borja;3;3;0;130;2800.0;890.0;280.0;21.54;Departamento
Departamento;Miraflores;2;1;1;90;7000.0;2200.0;380.0;77.78;Departamento
Departamento;San Borja;2;2;1;95;2500.0;1180.0;2096.0;26.32;Departamento
Departamento;Ancón;2;1;0;74;2500.0;668.0;98.0;33.78;Departamento
Departamento;Chorrillos;2;1;0;67;2700.0;870.0;123.0;40.3;Departamento
Casa;Santiago de Surco;4;3;4;700;35000.0;0.0;1642.0;50.0;Casa
Departamento;Lince;4;3;4;250;8000.0;3335.0;753.0;32.0;Departamento
Departamento;San Borja;1;1;0;50;1500.0;1166.0;0.0;30.0;Departamento
Departamento;Santa Rosa;1;0;1;41;1500.0;635.0;57.0;36.59;Departamento
Departamento;San Luis;3;1;1;90;1000.0;800.0;120.0;11.11;Departamento
Departamento;Miraflores;2;1;1;70;4900.0;1100.0;200.0;70.0;Departamento
Departamento;Lince;3;0;1;80;3000.0;1160.0;1300.0;37.5;Departamento
Departamento;Comas;2;1;0;66;900.0;604.0;0.0;13.64;Departamento
Departamento;Santa María del Mar;2;1;0;53;1000.0;400.0;16.0;18.87;Departamento
Habitación;Villa El Salvador;1;0;0;34;1350.0;600.0;24.0;39.71;Departamento
Habitación;Pueblo Libre;1;0;0;19;1100.0;256.0;0.0;57.89;Departamento
Departamento;Ate;4;4;3;350;15000.0;3850.0;1600.0;42.86;Departamento
Departamento;San Luis;2;2;0;51;1150.0;360.0;0.0;22.55;Departamento
Habitación;Cieneguilla;1;0;0;33;800.0;570.0;0.0;24.24;Departamento
Departamento;Villa El Salvador;1;0;0;50;2000.0;600.0;90.0;40.0;Departamento
Departamento;Villa María del Triunfo;2;1;1;120;5300.0;900.0;0.0;44.17;Departamento
Departamento;Miraflores;2;1;0;75;3000.0;815.0;85.0;40.0;Departamento
Departamento;Callao;3;3;1;225;12000.0;3756.0;977.0;53.33;Departamento
Departamento;Breña;2;1;1;125;5500.0;1600.0;200.0;44.0;Departamento
Departamento;Santa Rosa;2;0;2;90;4800.0;680.0;0.0;53.33;Departamento
Casa en condominio;Lince;4;2;2;385;7500.0;1150.0;750.0;19.48;Casa
Habitación;Santa Rosa;1;0;0;29;1150.0;450.0;182.0;39.66;Departamento
Habitación;Rímac;1;0;0;35;700.0;0.0;0.0;20.0;Departamento
Departamento;Barranco;2;1;1;92;1700.0;670.0;138.0;18.48;Departamento
Departamento;Ancón;3;1;1;143;4800.0;1620.0;213.0;33.57;Departamento
Departamento;Miraflores;3;1;1;250;20000.0;1000.0;895.0;80.0;Departamento
Departamento;Punta Hermosa;2;0;0;56;799.0;402.0;135.0;14.27;Departamento
Departamento;San Borja;2;1;1;81;2100.0;775.0;1431.0;25.93;Departamento
Casa;Lince;5;2;0;200;11000.0;1300.0;900.0;55.0;Casa
Casa en condominio;San Borja;4;2;3;156;3500.0;900.0;330.0;22.44;Casa
Departamento;San Borja;3;2;1;161;2190.0;610.0;366.0;13.6;Departamento
Departamento;Ate;2;0;0;65;3200.0;900.0;160.0;49.23;Departamento
Casa;Bellavista;3;4;1;400;2000.0;0.0;223.0;5.0;Casa
Casa de villa;Magdalena del Mar;2;0;0;61;1100.0;30.0;13.0;18.03;Casa
Departamento;Barranco;2;0;0;65;1500.0;270.0;20.0;23.08;Departamento
Departamento;Miraflores;1;1;0;50;3500.0;796.0;0.0;70.0;Departamento
Departamento;Lince;4;2;1;260;6500.0;2370.0;730.0;25.0;Departamento
Casa en condominio;Lince;4;4;4;350;7000.0;750.0;0.0;20.0;Casa
Departamento;San Borja;3;2;1;110;2500.0;620.0;0.0;22.73;Departamento
Departamento;Lince;2;1;1;80;2800.0;1300.0;136.0;35.0;Departamento
Departamento;Barranco;2;1;1;73;1800.0;902.0;0.0;24.66;Departamento
Departamento;Miraflores;5;2;3;265;16000.0;1907.0;0.0;60.38;Departamento
Departamento;Lince;3;2;2;112;2900.0;1850.0;280.0;25.89;Departamento
Departamento;Lince;3;2;1;92;2850.0;1165.0;273.0;30.98;Departamento
Departamento;Independencia;3;2;0;75;1900.0;600.0;16.0;25.33;Departamento
Departamento;Miraflores;2;0;0;80;3000.0;670.0;189.0;37.5;Departamento
Departamento;Pachacámac;3;2;1;129;4000.0;1917.0;455.0;31.01;Departamento
Departamento;Ate;2;2;1;130;6000.0;2360.0;597.0;46.15;Departamento
Departamento;Santa Rosa;3;2;1;140;3900.0;1470.0;230.0;27.86;Departamento
Departamento;Chorrillos;1;0;0;33;1300.0;336.0;0.0;39.39;Departamento
Departamento;Breña;3;1;1;92;3800.0;938.0;322.0;41.3;Departamento
Departamento;Santiago de Surco;3;1;1;77;4400.0;525.0;0.0;57.14;Departamento
Departamento;Miraflores;3;2;1;150;6600.0;1700.0;324.0;44.0;Departamento
Departamento;Santa María del Mar;2;0;0;50;1000.0;320.0;0.0;20.0;Departamento
Departamento;Independencia;2;1;1;73;1200.0;731.0;13.0;16.44;Departamento
Departamento;Ate;4;3;4;300;30000.0;4273.0;1557.0;100.0;Departamento
Habitación;Villa María del Triunfo;1;0;0;21;1250.0;472.0;25.0;59.52;Departamento
Departamento;Mi Perú;3;1;1;120;1800.0;750.0;0.0;15.0;Departamento
Departamento;Punta Hermosa;2;1;1;80;1200.0;800.0;14.0;15.0;Departamento
Departamento;Ate;1;1;0;54;3990.0;1590.0;110.0;73.89;Departamento
Casa en condominio;Lince;4;8;4;751;18000.0;2334.0;2404.0;23.97;Casa
Departamento;Punta Hermosa;2;1;0;63;1100.0;529.0;34.0;17.46;Departamento
Departamento;Barranco;4;2;1;188;2000.0;2000.0;3090.0;10.64;Departamento
Departamento;Ancón;3;0;1;97;2700.0;961.0;144.0;27.84;Departamento
Departamento;Lince;5;4;5;584;11000.0;2600.0;24000.0;18.84;Departamento
Departamento;Ate;3;1;1;150;5000.0;1000.0;450.0;33.33;Departamento
Departamento;El Agustino;2;0;0;66;1300.0;760.0;0.0;19.7;Departamento
Habitación;San Juan de Lurigancho;1;0;0;30;1200.0;470.0;0.0;40.0;Departamento
Departamento;Santa Rosa;4;1;1;224;6500.0;2200.0;4292.0;29.02;Departamento
Departamento;Barranco;3;0;0;96;2500.0;714.0;900.0;26.04;Departamento
Departamento;San Juan de Lurigancho;2;1;0;44;750.0;300.0;20.0;17.05;Departamento
Departamento;Chaclacayo;3;1;1;58;1300.0;300.0;0.0;22.41;Departamento
Departamento;Barranco;1;1;0;50;1200.0;390.0;30.0;24.0;Departamento
Departamento;Miraflores;3;1;0;90;3500.0;850.0;150.0;38.89;Departamento
Departamento;Santa Rosa;3;1;0;140;2500.0;1550.0;288.0;17.86;Departamento
Departamento;Villa María del Triunfo;1;1;1;43;1800.0;1036.0;130.0;41.86;Departamento
Departamento;Santa Rosa;4;0;1;260;4799.0;1200.0;450.0;18.46;Departamento
Departamento;Ancón;3;1;1;127;2500.0;962.0;0.0;19.69;Departamento
Departamento;Santa Rosa;1;0;0;40;1850.0;700.0;0.0;46.25;Departamento
Departamento;Lince;2;1;2;93;2300.0;1300.0;281.0;24.73;Departamento
Casa en condominio;La Victoria;2;1;2;75;1600.0;0.0;0.0;21.33;Casa
Departamento;Santa Rosa;3;1;1;131;4000.0;1480.0;0.0;30.53;Departamento
Departamento;Villa María del Triunfo;3;1;2;85;4230.0;1130.0;260.0;49.76;Departamento
Departamento;Santa Rosa;2;0;1;70;4100.0;710.0;30.0;58.57;Departamento
Departamento;Ate;2;0;0;75;1200.0;460.0;0.0;16.0;Departamento
Departamento;Lince;3;2;1;140;2300.0;1600.0;450.0;16.43;Departamento
Departamento;Lince;3;2;1;98;2550.0;1210.0;105.0;26.02;Departamento
Departamento;Villa María del Triunfo;3;1;1;120;2500.0;1200.0;200.0;20.83;Departamento
Departamento;Barranco;3;0;0;105;2200.0;512.0;128.0;20.95;Departamento
Habitación;Santa Rosa;1;0;0;30;1100.0;528.0;0.0;36.67;Departamento
Departamento;Ate;3;1;0;120;6500.0;1600.0;2611.0;54.17;Departamento
Departamento;Santa Rosa;1;0;0;45;1600.0;450.0;20.0;35.56;Departamento
Departamento;Miraflores;4;1;2;200;8000.0;2500.0;0.0;40.0;Departamento
Departamento;Barranco;3;1;2;104;2500.0;900.0;1680.0;24.04;Departamento
Departamento;San Borja;2;1;2;91;2500.0;1650.0;250.0;27.47;Departamento
Departamento;Breña;2;1;0;67;2800.0;915.0;0.0;41.79;Departamento
Departamento;Magdalena del Mar;4;1;1;167;3300.0;730.0;0.0;19.76;Departamento
Departamento;Santa Rosa;1;0;1;60;2200.0;400.0;25.0;36.67;Departamento
Departamento;San Luis;2;1;0;50;1000.0;500.0;141.0;20.0;Departamento
Departamento;San Borja;3;3;3;230;3800.0;628.0;6095.0;16.52;Departamento
Departamento;San Borja;3;2;3;200;3900.0;1100.0;450.0;19.5;Departamento
Departamento;Santiago de Surco;2;2;1;83;3500.0;1790.0;196.0;42.17;Departamento
Departamento;Ancón;3;1;1;130;4000.0;1600.0;0.0;30.77;Departamento
Departamento;Santa Rosa;3;1;1;110;2600.0;1100.0;150.0;23.64;Departamento
Departamento;Lince;3;2;2;134;4000.0;1800.0;290.0;29.85;Departamento
Departamento;Barranco;2;1;1;74;1500.0;880.0;0.0;20.27;Departamento
Departamento;Villa María del Triunfo;4;2;1;170;6000.0;2150.0;358.0;35.29;Departamento
Departamento;Lince;4;0;2;146;4900.0;1800.0;3500.0;33.56;Departamento
Departamento;Santa Rosa;2;1;2;108;6500.0;601.0;447.0;60.19;Departamento
Departamento;Miraflores;3;1;1;145;8000.0;1600.0;430.0;55.17;Departamento
Departamento;Ate;2;1;0;103;6500.0;1150.0;332.0;63.11;Departamento
Departamento;Ate;3;3;2;200;10500.0;1710.0;0.0;52.5;Departamento
Departamento;Santa Rosa;1;0;0;23;1400.0;631.0;62.0;60.87;Departamento
Departamento;Pachacámac;3;2;1;165;4700.0;1320.0;490.0;28.48;Departamento
Departamento;Ate;2;0;0;46;1300.0;300.0;0.0;28.26;Departamento
Departamento;Santa Rosa;3;1;1;350;18000.0;1980.0;530.0;51.43;Departamento
Departamento;San Luis;3;1;1;85;1050.0;982.0;102.0;12.35;Departamento
Departamento;Breña;2;1;0;87;3700.0;1100.0;1430.0;42.53;Departamento
Habitación;Miraflores;1;0;0;60;1800.0;580.0;79.0;30.0;Departamento
Departamento;Miraflores;1;0;0;60;2800.0;700.0;78.0;46.67;Departamento
Departamento;Villa María del Triunfo;3;2;1;240;8000.0;2300.0;495.0;33.33;Departamento
Departamento;Santa Rosa;1;1;0;40;2000.0;580.0;75.0;50.0;Departamento
Departamento;Miraflores;3;1;1;105;4500.0;1427.0;239.0;42.86;Departamento
Departamento;Miraflores;3;2;1;180;10000.0;2800.0;0.0;55.56;Departamento
Departamento;Chorrillos;3;1;0;100;3500.0;785.0;116.0;35.0;Departamento
Departamento;Santa Rosa;1;0;0;40;1500.0;959.0;67.0;37.5;Departamento
Departamento;Ventanilla;2;1;1;64;1100.0;360.0;0.0;17.19;Departamento
Casa en condominio;Lince;5;2;5;758;25000.0;1510.0;20500.0;32.98;Casa
Departamento;Rímac;2;1;0;52;1300.0;480.0;135.0;25.0;Departamento
Departamento;Ancón;3;1;0;160;4400.0;1400.0;245.0;27.5;Departamento
Departamento;Mi Perú;2;1;0;50;1000.0;295.0;0.0;20.0;Departamento
Departamento;Santa Rosa;3;0;1;270;10000.0;2350.0;650.0;37.04;Departamento
Departamento;Santa Rosa;1;1;0;54;2400.0;613.0;131.0;44.44;Departamento
Departamento;Lince;2;1;1;80;2900.0;1200.0;0.0;36.25;Departamento
Departamento;San Miguel;2;1;1;100;4300.0;950.0;163.0;43.0;Departamento
Departamento;Lince;3;3;3;225;8000.0;2700.0;400.0;35.56;Departamento
Departamento;Santa Rosa;2;0;1;140;7800.0;1300.0;198.0;55.71;Departamento
Departamento;Chorrillos;3;2;2;160;10000.0;1595.0;415.0;62.5;Departamento
Departamento;Ancón;2;0;0;84;2300.0;1004.0;0.0;27.38;Departamento
Departamento;Santiago de Surco;2;0;1;74;2800.0;1423.0;0.0;37.84;Departamento
Departamento;San Borja;3;2;1;86;1900.0;740.0;150.0;22.09;Departamento
Departamento;Ate;3;2;1;180;9500.0;2804.0;950.0;52.78;Departamento
Departamento;Callao;3;1;1;120;8000.0;1900.0;435.0;66.67;Departamento
Departamento;Miraflores;3;1;1;102;8500.0;1170.0;337.0;83.33;Departamento
Departamento;Cieneguilla;2;0;0;90;2100.0;570.0;40.0;23.33;Departamento
Departamento;San Borja;2;1;0;90;1800.0;880.0;177.0;20.0;Departamento
Departamento;Santa Rosa;2;1;0;130;4500.0;1150.0;270.0;34.62;Departamento
Departamento;La Perla;2;0;0;70;1400.0;600.0;0.0;20.0;Departamento
Departamento;Callao;4;2;1;150;8000.0;1750.0;3600.0;53.33;Departamento
Departamento;San Borja;3;1;1;100;2000.0;904.0;263.0;20.0;Departamento
Casa en condominio;Lince;5;6;4;600;14500.0;1680.0;1980.0;24.17;Casa
Departamento;Santiago de Surco;3;2;0;145;5000.0;1296.0;317.0;34.48;Departamento
Departamento;Breña;1;0;0;50;2700.0;510.0;86.0;54.0;Departamento
Casa en condominio;Lince;5;4;5;1280;30000.0;1300.0;0.0;23.44;Casa
Departamento;San Borja;2;1;1;91;1500.0;1229.0;189.0;16.48;Departamento
Departamento;Lince;2;1;1;76;2300.0;1048.0;209.0;30.26;Departamento
Departamento;Pachacámac;4;2;3;309;10000.0;3553.0;1200.0;32.36;Departamento
Departamento;Miraflores;3;1;1;170;21900.0;2500.0;1000.0;128.82;Departamento
Casa;La Victoria;2;0;0;160;2800.0;0.0;0.0;17.5;Casa
Departamento;Ate;4;3;4;220;11900.0;3100.0;1000.0;54.09;Departamento
Casa en condominio;Lince;4;2;4;595;30000.0;2500.0;2510.0;50.42;Casa
Departamento;San Borja;2;1;1;74;2200.0;852.0;150.0;29.73;Departamento
Departamento;Barranco;3;1;1;170;3200.0;1400.0;200.0;18.82;Departamento
Departamento;Lince;2;2;1;66;1700.0;1326.0;0.0;25.76;Departamento
Departamento;Lince;3;2;0;150;5500.0;2700.0;300.0;36.67;Departamento
Casa;Lince;5;2;5;600;14000.0;790.0;5400.0;23.33;Casa
Departamento;Miraflores;2;1;2;120;7500.0;980.0;2200.0;62.5;Departamento
Departamento;Villa María del Triunfo;2;1;0;68;2600.0;680.0;0.0;38.24;Departamento
Departamento;San Borja;4;2;2;200;3500.0;1030.0;353.0;17.5;Departamento
Departamento;Santa Rosa;4;1;2;120;12000.0;1700.0;500.0;100.0;Departamento
Departamento;San Miguel;1;0;0;50;1500.0;272.0;0.0;30.0;Departamento
Departamento;Lince;4;2;1;127;4000.0;1615.0;3335.0;31.5;Departamento
Departamento;Ate;3;2;3;274;15000.0;5000.0;1700.0;54.74;Departamento
Departamento;Miraflores;3;1;1;160;9999.0;2250.0;645.0;62.49;Departamento
Departamento;Cieneguilla;1;0;0;20;900.0;238.0;10.0;45.0;Departamento
Habitación;Santa Rosa;1;0;0;30;1500.0;380.0;0.0;50.0;Departamento
Departamento;Santa Rosa;3;1;0;120;3200.0;1600.0;280.0;26.67;Departamento
Departamento;Santa Rosa;2;0;0;50;2300.0;680.0;71.0;46.0;Departamento
Departamento;Ate;4;1;0;140;6500.0;1500.0;0.0;46.43;Departamento
Departamento;Villa María del Triunfo;2;1;0;60;1700.0;900.0;100.0;28.33;Departamento
Casa en condominio;Lince;4;3;2;440;8100.0;900.0;600.0;18.41;Casa
Departamento;Jesús María;2;1;0;70;1600.0;750.0;60.0;22.86;Departamento
Departamento;Magdalena del Mar;3;2;1;110;2500.0;990.0;120.0;22.73;Departamento
Departamento;Barranco;2;1;1;83;1700.0;1080.0;105.0;20.48;Departamento
Departamento;Callao;4;4;2;489;12500.0;2860.0;550.0;25.56;Departamento
Departamento;San Borja;3;2;1;190;2000.0;1400.0;0.0;10.53;Departamento
Departamento;Lince;4;3;4;206;10000.0;2850.0;3584.0;48.54;Departamento
Departamento;San Juan de Lurigancho;2;0;0;70;2300.0;300.0;0.0;32.86;Departamento
Departamento;Lince;2;2;1;105;5800.0;1900.0;270.0;55.24;Departamento
Departamento;Chorrillos;3;0;0;250;15000.0;1900.0;0.0;60.0;Departamento
Departamento;Lince;3;3;3;680;20000.0;1980.0;1700.0;29.41;Departamento
Habitación;Barranco;1;0;0;30;990.0;0.0;0.0;33.0;Departamento
Departamento;Santiago de Surco;2;1;1;74;3000.0;1100.0;203.0;40.54;Departamento
Departamento;San Borja;2;1;1;130;2500.0;700.0;230.0;19.23;Departamento
Departamento;Ancón;1;0;0;30;1500.0;440.0;193.0;50.0;Departamento
Departamento;Chorrillos;3;1;1;110;3500.0;1273.0;207.0;31.82;Departamento
Departamento;Villa El Salvador;1;0;0;50;2500.0;600.0;0.0;50.0;Departamento
Departamento;Chorrillos;3;1;2;360;15000.0;2300.0;0.0;41.67;Departamento
Departamento;Comas;2;1;0;65;1200.0;450.0;14.0;18.46;Departamento
Departamento;Mi Perú;2;0;0;68;1200.0;310.0;48.0;17.65;Departamento
Departamento;El Agustino;2;0;0;70;1200.0;680.0;80.0;17.14;Departamento
Departamento;Villa María del Triunfo;2;1;1;78;4350.0;1100.0;244.0;55.77;Departamento
Departamento;Jesús María;2;1;0;60;1200.0;320.0;0.0;20.0;Departamento
Departamento;Ancón;3;1;0;100;3500.0;1200.0;0.0;35.0;Departamento
Departamento;Santa María del Mar;3;1;1;85;1200.0;720.0;108.0;14.12;Departamento
Habitación;El Agustino;1;0;0;20;1000.0;480.0;27.0;50.0;Departamento
Departamento;Lince;2;1;0;53;1300.0;622.0;92.0;24.53;Departamento
Departamento;Lince;3;2;1;120;3700.0;1700.0;400.0;30.83;Departamento
Departamento;Lurín;1;1;0;60;800.0;460.0;250.0;13.33;Departamento
Casa;Mi Perú;2;1;0;80;1200.0;0.0;0.0;15.0;Casa
Departamento;Miraflores;3;1;1;110;6500.0;1300.0;200.0;59.09;Departamento
Departamento;Mi Perú;2;1;0;48;700.0;320.0;0.0;14.58;Departamento
Departamento;San Borja;3;2;1;110;3000.0;854.0;240.0;27.27;Departamento
Departamento;Magdalena del Mar;3;2;1;105;2500.0;895.0;160.0;23.81;Departamento
Departamento;Lince;3;2;2;108;3800.0;1500.0;300.0;35.19;Departamento
Departamento;Ancón;2;0;0;65;2200.0;750.0;87.0;33.85;Departamento
Departamento;Callao;3;4;1;380;25000.0;5000.0;1800.0;65.79;Departamento
Departamento;Santa Rosa;3;0;0;136;3900.0;900.0;321.0;28.68;Departamento
Casa en condominio;Carmen de La Legua;3;1;0;78;1200.0;375.0;29.0;15.38;Casa
Departamento;Mi Perú;2;1;0;60;750.0;215.0;0.0;12.5;Departamento
Departamento;Chaclacayo;2;1;0;55;1000.0;480.0;52.0;18.18;Departamento
Departamento;Ate;4;2;1;135;7500.0;1920.0;365.0;55.56;Departamento
Habitación;Cieneguilla;1;0;0;23;650.0;439.0;25.0;28.26;Departamento
Departamento;Lince;3;2;1;105;2300.0;1500.0;0.0;21.9;Departamento
Departamento;Barranco;3;1;1;68;2200.0;972.0;95.0;32.35;Departamento
Casa;San Juan de Miraflores;4;2;2;535;8000.0;1340.0;967.0;14.95;Casa
Departamento;San Borja;2;2;1;104;2200.0;542.0;170.0;21.15;Departamento
